time,hr,hrv,spo2,respRate,hrSuccess,spo2Success
2026-07-04T23:40:00.000Z,59,58,18,0,true,false
2026-07-04T23:42:30.000Z,18,0,18,0,false,false
2026-07-04T23:45:00.000Z,56,61,18,0,true,false
2026-07-04T23:47:30.000Z,18,0,97,112,false,true
2026-07-04T23:50:00.000Z,58,78,18,0,true,false
2026-07-04T23:52:30.000Z,18,0,18,0,false,false
2026-07-04T23:55:00.000Z,58,86,18,0,true,false
2026-07-04T23:57:30.000Z,18,0,18,0,false,false
2026-07-05T00:00:00.000Z,58,72,18,0,true,false
2026-07-05T00:02:30.000Z,18,0,95,112,false,true
2026-07-05T00:05:00.000Z,61,80,18,0,true,false
2026-07-05T00:07:30.000Z,18,0,18,0,false,false
2026-07-05T00:10:00.000Z,59,64,18,0,true,false
2026-07-05T00:12:30.000Z,18,0,18,0,false,false
2026-07-05T00:15:00.000Z,59,55,18,0,true,false
2026-07-05T00:17:30.000Z,18,0,95,117,false,true
2026-07-05T00:20:00.000Z,58,86,18,0,true,false
2026-07-05T00:22:30.000Z,18,0,18,0,false,false
2026-07-05T00:25:00.000Z,57,50,18,0,true,false
2026-07-05T00:27:30.000Z,18,0,18,0,false,false
2026-07-05T00:30:00.000Z,56,34,18,0,true,false
2026-07-05T00:32:30.000Z,18,0,92,118,false,true
2026-07-05T00:35:00.000Z,58,45,18,0,true,false
2026-07-05T00:37:30.000Z,18,0,18,0,false,false
2026-07-05T00:40:00.000Z,55,53,18,0,true,false
2026-07-05T00:42:30.000Z,18,0,18,0,false,false
2026-07-05T00:45:00.000Z,57,52,18,0,true,false
2026-07-05T00:47:30.000Z,18,0,93,110,false,true
2026-07-05T00:50:00.000Z,60,79,18,0,true,false
2026-07-05T00:52:30.000Z,18,0,18,0,false,false
2026-07-05T00:55:00.000Z,60,95,18,0,true,false
2026-07-05T00:57:30.000Z,18,0,18,0,false,false
2026-07-05T01:00:00.000Z,53,76,18,0,true,false
2026-07-05T01:02:30.000Z,18,0,96,121,false,true
2026-07-05T01:05:00.000Z,56,61,18,0,true,false
2026-07-05T01:07:30.000Z,18,0,18,0,false,false
2026-07-05T01:10:00.000Z,61,62,18,0,true,false
2026-07-05T01:12:30.000Z,18,0,18,0,false,false
2026-07-05T01:15:00.000Z,57,48,18,0,true,false
2026-07-05T01:17:30.000Z,18,0,95,111,false,true
2026-07-05T01:20:00.000Z,55,56,18,0,true,false
2026-07-05T01:22:30.000Z,18,0,18,0,false,false
2026-07-05T01:25:00.000Z,58,48,18,0,true,false
2026-07-05T01:27:30.000Z,18,0,18,0,false,false
2026-07-05T01:30:00.000Z,59,60,18,0,true,false
2026-07-05T01:32:30.000Z,18,0,97,112,false,true
2026-07-05T01:35:00.000Z,54,68,18,0,true,false
2026-07-05T01:37:30.000Z,18,0,18,0,false,false
2026-07-05T01:40:00.000Z,56,41,18,0,true,false
2026-07-05T01:42:30.000Z,18,0,18,0,false,false
2026-07-05T01:45:00.000Z,56,70,18,0,true,false
2026-07-05T01:47:30.000Z,18,0,97,122,false,true
2026-07-05T01:50:00.000Z,60,62,18,0,true,false
2026-07-05T01:52:30.000Z,18,0,18,0,false,false
2026-07-05T01:55:00.000Z,54,75,18,0,true,false
2026-07-05T01:57:30.000Z,18,0,18,0,false,false
2026-07-05T02:00:00.000Z,63,41,18,0,true,false
2026-07-05T02:02:30.000Z,18,0,95,122,false,true
2026-07-05T02:05:00.000Z,61,41,18,0,true,false
2026-07-05T02:07:30.000Z,18,0,18,0,false,false
2026-07-05T02:10:00.000Z,55,72,18,0,true,false
2026-07-05T02:12:30.000Z,18,0,18,0,false,false
2026-07-05T02:15:00.000Z,59,46,18,0,true,false
2026-07-05T02:17:30.000Z,18,0,94,127,false,true
2026-07-05T02:20:00.000Z,59,60,18,0,true,false
2026-07-05T02:22:30.000Z,18,0,18,0,false,false
2026-07-05T02:25:00.000Z,57,80,18,0,true,false
2026-07-05T02:27:30.000Z,18,0,18,0,false,false
2026-07-05T02:30:00.000Z,54,48,18,0,true,false
2026-07-05T02:32:30.000Z,18,0,96,121,false,true
2026-07-05T02:35:00.000Z,58,80,18,0,true,false
2026-07-05T02:37:30.000Z,18,0,18,0,false,false
2026-07-05T02:40:00.000Z,56,64,18,0,true,false
2026-07-05T02:42:30.000Z,18,0,18,0,false,false
2026-07-05T02:45:00.000Z,58,59,18,0,true,false
2026-07-05T02:47:30.000Z,18,0,95,117,false,true
2026-07-05T02:50:00.000Z,59,89,18,0,true,false
2026-07-05T02:52:30.000Z,18,0,18,0,false,false
2026-07-05T02:55:00.000Z,57,67,18,0,true,false
2026-07-05T02:57:30.000Z,18,0,18,0,false,false
2026-07-05T03:00:00.000Z,61,39,18,0,true,false
2026-07-05T03:02:30.000Z,18,0,95,115,false,true
2026-07-05T03:05:00.000Z,59,79,18,0,true,false
2026-07-05T03:07:30.000Z,18,0,18,0,false,false
2026-07-05T03:10:00.000Z,56,61,18,0,true,false
2026-07-05T03:12:30.000Z,18,0,18,0,false,false
2026-07-05T03:15:00.000Z,62,69,18,0,true,false
2026-07-05T03:17:30.000Z,18,0,98,118,false,true
2026-07-05T03:20:00.000Z,61,50,18,0,true,false
2026-07-05T03:22:30.000Z,18,0,18,0,false,false
2026-07-05T03:25:00.000Z,61,51,18,0,true,false
2026-07-05T03:27:30.000Z,18,0,18,0,false,false
2026-07-05T03:30:00.000Z,59,54,18,0,true,false
2026-07-05T03:32:30.000Z,18,0,95,113,false,true
2026-07-05T03:35:00.000Z,59,64,18,0,true,false
2026-07-05T03:37:30.000Z,18,0,18,0,false,false
2026-07-05T03:40:00.000Z,54,52,18,0,true,false
2026-07-05T03:42:30.000Z,18,0,18,0,false,false
2026-07-05T03:45:00.000Z,60,63,18,0,true,false
2026-07-05T03:47:30.000Z,18,0,96,108,false,true
2026-07-05T03:50:00.000Z,18,0,18,0,false,false
2026-07-05T03:52:30.000Z,18,0,18,0,false,false
2026-07-05T03:55:00.000Z,59,39,18,0,true,false
2026-07-05T03:57:30.000Z,18,0,18,0,false,false
2026-07-05T04:00:00.000Z,58,68,18,0,true,false
2026-07-05T04:02:30.000Z,18,0,95,115,false,true
2026-07-05T04:05:00.000Z,59,86,18,0,true,false
2026-07-05T04:07:30.000Z,18,0,18,0,false,false
2026-07-05T04:10:00.000Z,55,64,18,0,true,false
2026-07-05T04:12:30.000Z,18,0,18,0,false,false
2026-07-05T04:15:00.000Z,60,54,18,0,true,false
2026-07-05T04:17:30.000Z,18,0,96,122,false,true
2026-07-05T04:20:00.000Z,62,60,18,0,true,false
2026-07-05T04:22:30.000Z,18,0,18,0,false,false
2026-07-05T04:25:00.000Z,59,49,18,0,true,false
2026-07-05T04:27:30.000Z,18,0,18,0,false,false
2026-07-05T04:30:00.000Z,60,60,18,0,true,false
2026-07-05T04:32:30.000Z,18,0,98,127,false,true
2026-07-05T04:35:00.000Z,61,38,18,0,true,false
2026-07-05T04:37:30.000Z,18,0,18,0,false,false
2026-07-05T04:40:00.000Z,57,58,18,0,true,false
2026-07-05T04:42:30.000Z,18,0,18,0,false,false
2026-07-05T04:45:00.000Z,57,58,18,0,true,false
2026-07-05T04:47:30.000Z,18,0,98,112,false,true
2026-07-05T04:50:00.000Z,56,59,18,0,true,false
2026-07-05T04:52:30.000Z,18,0,18,0,false,false
2026-07-05T04:55:00.000Z,59,80,18,0,true,false
2026-07-05T04:57:30.000Z,18,0,18,0,false,false
2026-07-05T05:00:00.000Z,62,47,18,0,true,false
2026-07-05T05:02:30.000Z,18,0,95,116,false,true
2026-07-05T05:05:00.000Z,58,89,18,0,true,false
2026-07-05T05:07:30.000Z,18,0,18,0,false,false
2026-07-05T05:10:00.000Z,60,71,18,0,true,false
2026-07-05T05:12:30.000Z,18,0,18,0,false,false
2026-07-05T05:15:00.000Z,57,42,18,0,true,false
2026-07-05T05:17:30.000Z,18,0,96,116,false,true
2026-07-05T05:20:00.000Z,55,44,18,0,true,false
2026-07-05T05:22:30.000Z,18,0,18,0,false,false
2026-07-05T05:25:00.000Z,58,52,18,0,true,false
2026-07-05T05:27:30.000Z,18,0,18,0,false,false
2026-07-05T05:30:00.000Z,60,71,18,0,true,false
2026-07-05T05:32:30.000Z,18,0,96,111,false,true
2026-07-05T05:35:00.000Z,58,39,18,0,true,false
2026-07-05T05:37:30.000Z,18,0,18,0,false,false
2026-07-05T05:40:00.000Z,59,45,18,0,true,false
2026-07-05T05:42:30.000Z,18,0,18,0,false,false
2026-07-05T05:45:00.000Z,60,37,18,0,true,false
2026-07-05T05:47:30.000Z,18,0,95,121,false,true
2026-07-05T05:50:00.000Z,56,94,18,0,true,false
2026-07-05T05:52:30.000Z,18,0,18,0,false,false
2026-07-05T05:55:00.000Z,56,67,18,0,true,false
2026-07-05T05:57:30.000Z,18,0,18,0,false,false
2026-07-05T06:00:00.000Z,58,59,18,0,true,false
2026-07-05T06:02:30.000Z,18,0,96,125,false,true
2026-07-05T06:05:00.000Z,58,59,18,0,true,false
2026-07-05T06:07:30.000Z,18,0,18,0,false,false
2026-07-05T06:10:00.000Z,58,49,18,0,true,false
2026-07-05T06:12:30.000Z,18,0,18,0,false,false
2026-07-05T06:15:00.000Z,61,43,18,0,true,false
2026-07-05T06:17:30.000Z,18,0,92,127,false,true
2026-07-05T06:20:00.000Z,61,61,18,0,true,false
2026-07-05T06:22:30.000Z,18,0,18,0,false,false
2026-07-05T06:25:00.000Z,57,65,18,0,true,false
2026-07-05T06:27:30.000Z,18,0,18,0,false,false
2026-07-05T06:30:00.000Z,55,55,18,0,true,false
2026-07-05T06:32:30.000Z,18,0,97,112,false,true
2026-07-05T06:35:00.000Z,62,54,18,0,true,false
2026-07-05T06:37:30.000Z,18,0,18,0,false,false
2026-07-05T06:40:00.000Z,55,56,18,0,true,false
2026-07-05T06:42:30.000Z,18,0,18,0,false,false
2026-07-05T06:45:00.000Z,58,51,18,0,true,false
2026-07-05T06:47:30.000Z,18,0,91,127,false,true
2026-07-05T06:50:00.000Z,59,48,18,0,true,false
2026-07-05T06:52:30.000Z,18,0,18,0,false,false
2026-07-05T06:55:00.000Z,55,50,18,0,true,false
2026-07-05T06:57:30.000Z,18,0,18,0,false,false
2026-07-05T07:00:00.000Z,71,40,18,0,true,false
2026-07-05T07:02:30.000Z,18,0,96,123,false,true
2026-07-05T07:05:00.000Z,69,49,18,0,true,false
2026-07-05T07:07:30.000Z,18,0,18,0,false,false
2026-07-05T07:10:00.000Z,67,62,18,0,true,false
2026-07-05T07:12:30.000Z,18,0,18,0,false,false
2026-07-05T07:15:00.000Z,70,42,18,0,true,false
2026-07-05T07:17:30.000Z,18,0,96,130,false,true
2026-07-05T07:20:00.000Z,71,40,18,0,true,false
2026-07-05T07:22:30.000Z,18,0,18,0,false,false
2026-07-05T07:25:00.000Z,70,57,18,0,true,false
2026-07-05T07:27:30.000Z,18,0,18,0,false,false
2026-07-05T07:30:00.000Z,67,69,18,0,true,false
2026-07-05T07:32:30.000Z,18,0,96,130,false,true
2026-07-05T07:35:00.000Z,77,56,18,0,true,false
2026-07-05T07:37:30.000Z,18,0,18,0,false,false
2026-07-05T07:40:00.000Z,70,36,18,0,true,false
2026-07-05T07:42:30.000Z,18,0,18,0,false,false
2026-07-05T07:45:00.000Z,69,38,18,0,true,false
2026-07-05T07:47:30.000Z,18,0,97,130,false,true
2026-07-05T07:50:00.000Z,18,0,18,0,false,false
2026-07-05T07:52:30.000Z,18,0,18,0,false,false
2026-07-05T07:55:00.000Z,75,37,18,0,true,false
2026-07-05T07:57:30.000Z,18,0,18,0,false,false
2026-07-05T08:00:00.000Z,69,56,18,0,true,false
2026-07-05T08:02:30.000Z,18,0,95,137,false,true
2026-07-05T08:05:00.000Z,70,81,18,0,true,false
2026-07-05T08:07:30.000Z,18,0,18,0,false,false
2026-07-05T08:10:00.000Z,65,42,18,0,true,false
2026-07-05T08:12:30.000Z,18,0,18,0,false,false
2026-07-05T08:15:00.000Z,77,29,18,0,true,false
2026-07-05T08:17:30.000Z,18,0,96,132,false,true
2026-07-05T08:20:00.000Z,72,47,18,0,true,false
2026-07-05T08:22:30.000Z,18,0,18,0,false,false
2026-07-05T08:25:00.000Z,70,86,18,0,true,false
2026-07-05T08:27:30.000Z,18,0,18,0,false,false
2026-07-05T08:30:00.000Z,72,47,18,0,true,false
2026-07-05T08:32:30.000Z,18,0,98,128,false,true
2026-07-05T08:35:00.000Z,72,58,18,0,true,false
2026-07-05T08:37:30.000Z,18,0,18,0,false,false
2026-07-05T08:40:00.000Z,74,49,18,0,true,false
2026-07-05T08:42:30.000Z,18,0,18,0,false,false
2026-07-05T08:45:00.000Z,76,52,95,130,true,true
2026-07-05T08:47:30.000Z,18,0,18,0,false,false
2026-07-05T08:50:00.000Z,77,34,18,0,true,false
2026-07-05T08:52:30.000Z,18,0,18,0,false,false
2026-07-05T08:55:00.000Z,67,43,18,0,true,false
2026-07-05T08:57:30.000Z,18,0,18,0,false,false
2026-07-05T09:00:00.000Z,75,40,18,0,true,false
2026-07-05T09:02:30.000Z,18,0,18,0,false,false
2026-07-05T09:05:00.000Z,79,32,18,0,true,false
2026-07-05T09:07:30.000Z,18,0,18,0,false,false
2026-07-05T09:10:00.000Z,75,35,93,135,true,true
2026-07-05T09:12:30.000Z,18,0,18,0,false,false
2026-07-05T09:15:00.000Z,71,38,18,0,true,false
2026-07-05T09:17:30.000Z,18,0,18,0,false,false
2026-07-05T09:20:00.000Z,78,44,18,0,true,false
2026-07-05T09:22:30.000Z,18,0,18,0,false,false
2026-07-05T09:25:00.000Z,73,62,97,131,true,true
2026-07-05T09:27:30.000Z,18,0,18,0,false,false
2026-07-05T09:30:00.000Z,76,48,18,0,true,false
2026-07-05T09:32:30.000Z,18,0,18,0,false,false
2026-07-05T09:35:00.000Z,79,45,18,0,true,false
2026-07-05T09:37:30.000Z,18,0,18,0,false,false
2026-07-05T09:40:00.000Z,74,49,96,128,true,true
2026-07-05T09:42:30.000Z,18,0,18,0,false,false
2026-07-05T09:45:00.000Z,77,40,18,0,true,false
2026-07-05T09:47:30.000Z,18,0,18,0,false,false
2026-07-05T09:50:00.000Z,82,42,97,132,true,true
2026-07-05T09:52:30.000Z,18,0,18,0,false,false
2026-07-05T09:55:00.000Z,74,52,18,0,true,false
2026-07-05T09:57:30.000Z,18,0,18,0,false,false
2026-07-05T10:00:00.000Z,103,28,18,0,true,false
2026-07-05T10:02:30.000Z,18,0,18,0,false,false
2026-07-05T10:05:00.000Z,73,38,18,0,true,false
2026-07-05T10:07:30.000Z,18,0,98,130,false,true
2026-07-05T10:10:00.000Z,81,42,18,0,true,false
2026-07-05T10:12:30.000Z,18,0,18,0,false,false
2026-07-05T10:15:00.000Z,72,42,18,0,true,false
2026-07-05T10:17:30.000Z,18,0,18,0,false,false
2026-07-05T10:20:00.000Z,77,51,18,0,true,false
2026-07-05T10:22:30.000Z,18,0,94,122,false,true
2026-07-05T10:25:00.000Z,78,37,18,0,true,false
2026-07-05T10:27:30.000Z,18,0,18,0,false,false
2026-07-05T10:30:00.000Z,76,40,18,0,true,false
2026-07-05T10:32:30.000Z,18,0,96,128,false,true
2026-07-05T10:35:00.000Z,80,55,18,0,true,false
2026-07-05T10:37:30.000Z,18,0,18,0,false,false
2026-07-05T10:40:00.000Z,76,38,18,0,true,false
2026-07-05T10:42:30.000Z,18,0,18,0,false,false
2026-07-05T10:45:00.000Z,80,38,18,0,true,false
2026-07-05T10:47:30.000Z,18,0,18,0,false,false
2026-07-05T10:50:00.000Z,79,37,18,0,true,false
2026-07-05T10:52:30.000Z,18,0,95,123,false,true
2026-07-05T10:55:00.000Z,78,39,18,0,true,false
2026-07-05T10:57:30.000Z,18,0,18,0,false,false
2026-07-05T11:00:00.000Z,76,53,18,0,true,false
2026-07-05T11:02:30.000Z,18,0,18,0,false,false
2026-07-05T11:05:00.000Z,79,39,18,0,true,false
2026-07-05T11:07:30.000Z,18,0,97,119,false,true
2026-07-05T11:10:00.000Z,82,34,18,0,true,false
2026-07-05T11:12:30.000Z,18,0,18,0,false,false
2026-07-05T11:15:00.000Z,82,39,18,0,true,false
2026-07-05T11:17:30.000Z,18,0,18,0,false,false
2026-07-05T11:20:00.000Z,73,49,97,141,true,true
2026-07-05T11:22:30.000Z,18,0,18,0,false,false
2026-07-05T11:25:00.000Z,84,55,18,0,true,false
2026-07-05T11:27:30.000Z,18,0,18,0,false,false
2026-07-05T11:30:00.000Z,84,41,18,0,true,false
2026-07-05T11:32:30.000Z,18,0,18,0,false,false
2026-07-05T11:35:00.000Z,73,38,18,0,true,false
2026-07-05T11:37:30.000Z,18,0,97,141,false,true
2026-07-05T11:40:00.000Z,81,33,18,0,true,false
2026-07-05T11:42:30.000Z,18,0,18,0,false,false
2026-07-05T11:45:00.000Z,78,36,18,0,true,false
2026-07-05T11:47:30.000Z,18,0,18,0,false,false
2026-07-05T11:50:00.000Z,76,49,18,0,true,false
2026-07-05T11:52:30.000Z,18,0,98,134,false,true
2026-07-05T11:55:00.000Z,18,0,18,0,false,false
2026-07-05T11:57:30.000Z,18,0,18,0,false,false
2026-07-05T12:00:00.000Z,81,29,18,0,true,false
2026-07-05T12:02:30.000Z,18,0,18,0,false,false
2026-07-05T12:05:00.000Z,81,38,18,0,true,false
2026-07-05T12:07:30.000Z,18,0,94,137,false,true
2026-07-05T12:10:00.000Z,83,43,18,0,true,false
2026-07-05T12:12:30.000Z,18,0,18,0,false,false
2026-07-05T12:15:00.000Z,82,33,18,0,true,false
2026-07-05T12:17:30.000Z,18,0,18,0,false,false
2026-07-05T12:20:00.000Z,83,41,18,0,true,false
2026-07-05T12:22:30.000Z,18,0,95,123,false,true
2026-07-05T12:25:00.000Z,83,58,18,0,true,false
2026-07-05T12:27:30.000Z,18,0,18,0,false,false
2026-07-05T12:30:00.000Z,80,25,18,0,true,false
2026-07-05T12:32:30.000Z,18,0,18,0,false,false
2026-07-05T12:35:00.000Z,82,62,94,128,true,true
2026-07-05T12:37:30.000Z,18,0,18,0,false,false
2026-07-05T12:40:00.000Z,18,0,18,0,false,false
2026-07-05T12:42:30.000Z,18,0,18,0,false,false
2026-07-05T12:45:00.000Z,76,38,18,0,true,false
2026-07-05T12:47:30.000Z,18,0,18,0,false,false
2026-07-05T12:50:00.000Z,82,34,98,132,true,true
2026-07-05T12:52:30.000Z,18,0,18,0,false,false
2026-07-05T12:55:00.000Z,79,29,18,0,true,false
2026-07-05T12:57:30.000Z,18,0,18,0,false,false
2026-07-05T13:00:00.000Z,81,38,18,0,true,false
2026-07-05T13:02:30.000Z,18,0,18,0,false,false
2026-07-05T13:05:00.000Z,79,50,97,120,true,true
2026-07-05T13:07:30.000Z,18,0,18,0,false,false
2026-07-05T13:10:00.000Z,87,34,18,0,true,false
2026-07-05T13:12:30.000Z,18,0,18,0,false,false
2026-07-05T13:15:00.000Z,78,60,18,0,true,false
2026-07-05T13:17:30.000Z,18,0,18,0,false,false
2026-07-05T13:20:00.000Z,82,48,98,127,true,true
2026-07-05T13:22:30.000Z,18,0,18,0,false,false
2026-07-05T13:25:00.000Z,82,42,18,0,true,false
2026-07-05T13:27:30.000Z,18,0,18,0,false,false
2026-07-05T13:30:00.000Z,84,26,18,0,true,false
2026-07-05T13:32:30.000Z,18,0,18,0,false,false
2026-07-05T13:35:00.000Z,84,32,18,0,true,false
2026-07-05T13:37:30.000Z,18,0,97,125,false,true
2026-07-05T13:40:00.000Z,82,49,18,0,true,false
2026-07-05T13:42:30.000Z,18,0,18,0,false,false
2026-07-05T13:45:00.000Z,86,38,18,0,true,false
2026-07-05T13:47:30.000Z,18,0,18,0,false,false
2026-07-05T13:50:00.000Z,80,34,18,0,true,false
2026-07-05T13:52:30.000Z,18,0,96,118,false,true
2026-07-05T13:55:00.000Z,81,34,18,0,true,false
2026-07-05T13:57:30.000Z,18,0,18,0,false,false
2026-07-05T14:00:00.000Z,84,50,18,0,true,false
2026-07-05T14:02:30.000Z,18,0,18,0,false,false
2026-07-05T14:05:00.000Z,81,76,18,0,true,false
2026-07-05T14:07:30.000Z,18,0,97,134,false,true
2026-07-05T14:10:00.000Z,78,38,18,0,true,false
2026-07-05T14:12:30.000Z,18,0,18,0,false,false
2026-07-05T14:15:00.000Z,79,32,18,0,true,false
2026-07-05T14:17:30.000Z,18,0,18,0,false,false
2026-07-05T14:20:00.000Z,79,40,18,0,true,false
2026-07-05T14:22:30.000Z,18,0,98,124,false,true
2026-07-05T14:25:00.000Z,81,49,18,0,true,false
2026-07-05T14:27:30.000Z,18,0,18,0,false,false
2026-07-05T14:30:00.000Z,84,28,18,0,true,false
2026-07-05T14:32:30.000Z,18,0,18,0,false,false
2026-07-05T14:35:00.000Z,83,45,18,0,true,false
2026-07-05T14:37:30.000Z,18,0,98,123,false,true
2026-07-05T14:40:00.000Z,85,29,18,0,true,false
2026-07-05T14:42:30.000Z,18,0,18,0,false,false
2026-07-05T14:45:00.000Z,107,32,18,0,true,false
2026-07-05T14:47:30.000Z,18,0,18,0,false,false
2026-07-05T14:50:00.000Z,75,34,18,0,true,false
2026-07-05T14:52:30.000Z,18,0,96,117,false,true
2026-07-05T14:55:00.000Z,86,48,18,0,true,false
2026-07-05T14:57:30.000Z,18,0,18,0,false,false
2026-07-05T15:00:00.000Z,80,49,18,0,true,false
2026-07-05T15:02:30.000Z,18,0,18,0,false,false
2026-07-05T15:05:00.000Z,85,39,18,0,true,false
2026-07-05T15:07:30.000Z,18,0,18,0,false,false
2026-07-05T15:10:00.000Z,81,32,18,0,true,false
2026-07-05T15:12:30.000Z,18,0,97,128,false,true
2026-07-05T15:15:00.000Z,80,52,18,0,true,false
2026-07-05T15:17:30.000Z,18,0,18,0,false,false
2026-07-05T15:20:00.000Z,83,41,18,0,true,false
2026-07-05T15:22:30.000Z,18,0,18,0,false,false
2026-07-05T15:25:00.000Z,83,44,18,0,true,false
2026-07-05T15:27:30.000Z,18,0,96,132,false,true
2026-07-05T15:30:00.000Z,76,34,18,0,true,false
2026-07-05T15:32:30.000Z,18,0,18,0,false,false
2026-07-05T15:35:00.000Z,81,47,18,0,true,false
2026-07-05T15:37:30.000Z,18,0,18,0,false,false
2026-07-05T15:40:00.000Z,84,42,18,0,true,false
2026-07-05T15:42:30.000Z,18,0,18,0,false,false
2026-07-05T15:45:00.000Z,86,49,18,0,true,false
2026-07-05T15:47:30.000Z,18,0,95,128,false,true
2026-07-05T15:50:00.000Z,83,39,18,0,true,false
2026-07-05T15:52:30.000Z,18,0,18,0,false,false
2026-07-05T15:55:00.000Z,84,32,18,0,true,false
2026-07-05T15:57:30.000Z,18,0,18,0,false,false
2026-07-05T16:00:00.000Z,78,26,18,0,true,false
2026-07-05T16:02:30.000Z,18,0,18,0,false,false
2026-07-05T16:05:00.000Z,84,55,18,0,true,false
2026-07-05T16:07:30.000Z,18,0,18,0,false,false
2026-07-05T16:10:00.000Z,85,47,18,0,true,false
2026-07-05T16:12:30.000Z,18,0,18,0,false,false
2026-07-05T16:15:00.000Z,87,30,18,0,true,false
2026-07-05T16:17:30.000Z,18,0,95,124,false,true
2026-07-05T16:20:00.000Z,85,28,18,0,true,false
2026-07-05T16:22:30.000Z,18,0,18,0,false,false
2026-07-05T16:25:00.000Z,81,39,18,0,true,false
2026-07-05T16:27:30.000Z,18,0,18,0,false,false
2026-07-05T16:30:00.000Z,83,32,18,0,true,false
2026-07-05T16:32:30.000Z,18,0,97,131,false,true
2026-07-05T16:35:00.000Z,82,46,18,0,true,false
2026-07-05T16:37:30.000Z,18,0,18,0,false,false
2026-07-05T16:40:00.000Z,98,27,18,0,true,false
2026-07-05T16:42:30.000Z,18,0,18,0,false,false
2026-07-05T16:45:00.000Z,78,44,98,122,true,true
2026-07-05T16:47:30.000Z,18,0,18,0,false,false
2026-07-05T16:50:00.000Z,86,43,18,0,true,false
2026-07-05T16:52:30.000Z,18,0,18,0,false,false
2026-07-05T16:55:00.000Z,82,32,18,0,true,false
2026-07-05T16:57:30.000Z,18,0,18,0,false,false
2026-07-05T17:00:00.000Z,81,47,18,0,true,false
2026-07-05T17:02:30.000Z,18,0,18,0,false,false
2026-07-05T17:05:00.000Z,87,35,98,140,true,true
2026-07-05T17:07:30.000Z,18,0,18,0,false,false
2026-07-05T17:10:00.000Z,82,53,18,0,true,false
2026-07-05T17:12:30.000Z,18,0,18,0,false,false
2026-07-05T17:15:00.000Z,82,38,18,0,true,false
2026-07-05T17:17:30.000Z,18,0,94,113,false,true
2026-07-05T17:20:00.000Z,79,36,18,0,true,false
2026-07-05T17:22:30.000Z,18,0,18,0,false,false
2026-07-05T17:25:00.000Z,77,41,18,0,true,false
2026-07-05T17:27:30.000Z,18,0,18,0,false,false
2026-07-05T17:30:00.000Z,80,30,18,0,true,false
2026-07-05T17:32:30.000Z,18,0,96,128,false,true
2026-07-05T17:35:00.000Z,84,38,18,0,true,false
2026-07-05T17:37:30.000Z,18,0,18,0,false,false
2026-07-05T17:40:00.000Z,84,40,18,0,true,false
2026-07-05T17:42:30.000Z,18,0,18,0,false,false
2026-07-05T17:45:00.000Z,82,46,18,0,true,false
2026-07-05T17:47:30.000Z,18,0,97,124,false,true
2026-07-05T17:50:00.000Z,18,0,18,0,false,false
2026-07-05T17:52:30.000Z,18,0,18,0,false,false
2026-07-05T17:55:00.000Z,83,30,18,0,true,false
2026-07-05T17:57:30.000Z,18,0,18,0,false,false
2026-07-05T18:00:00.000Z,78,44,18,0,true,false
2026-07-05T18:02:30.000Z,18,0,95,132,false,true
2026-07-05T18:05:00.000Z,74,33,18,0,true,false
2026-07-05T18:07:30.000Z,18,0,18,0,false,false
2026-07-05T18:10:00.000Z,89,36,18,0,true,false
2026-07-05T18:12:30.000Z,18,0,18,0,false,false
2026-07-05T18:15:00.000Z,75,37,18,0,true,false
2026-07-05T18:17:30.000Z,18,0,95,133,false,true
2026-07-05T18:20:00.000Z,75,44,18,0,true,false
2026-07-05T18:22:30.000Z,18,0,18,0,false,false
2026-07-05T18:25:00.000Z,73,39,18,0,true,false
2026-07-05T18:27:30.000Z,18,0,18,0,false,false
2026-07-05T18:30:00.000Z,82,35,18,0,true,false
2026-07-05T18:32:30.000Z,18,0,18,0,false,false
2026-07-05T18:35:00.000Z,80,29,97,130,true,true
2026-07-05T18:37:30.000Z,18,0,18,0,false,false
2026-07-05T18:40:00.000Z,83,39,18,0,true,false
2026-07-05T18:42:30.000Z,18,0,18,0,false,false
2026-07-05T18:45:00.000Z,74,37,18,0,true,false
2026-07-05T18:47:30.000Z,18,0,18,0,false,false
2026-07-05T18:50:00.000Z,79,40,18,0,true,false
2026-07-05T18:52:30.000Z,18,0,96,131,false,true
2026-07-05T18:55:00.000Z,77,32,18,0,true,false
2026-07-05T18:57:30.000Z,18,0,18,0,false,false
2026-07-05T19:00:00.000Z,77,37,18,0,true,false
2026-07-05T19:02:30.000Z,18,0,18,0,false,false
2026-07-05T19:05:00.000Z,76,44,18,0,true,false
2026-07-05T19:07:30.000Z,18,0,18,0,false,false
2026-07-05T19:10:00.000Z,78,42,96,134,true,true
2026-07-05T19:12:30.000Z,18,0,18,0,false,false
2026-07-05T19:15:00.000Z,81,57,18,0,true,false
2026-07-05T19:17:30.000Z,18,0,18,0,false,false
2026-07-05T19:20:00.000Z,77,40,18,0,true,false
2026-07-05T19:22:30.000Z,18,0,18,0,false,false
2026-07-05T19:25:00.000Z,80,49,93,125,true,true
2026-07-05T19:27:30.000Z,18,0,18,0,false,false
2026-07-05T19:30:00.000Z,77,42,18,0,true,false
2026-07-05T19:32:30.000Z,18,0,18,0,false,false
2026-07-05T19:35:00.000Z,98,30,18,0,true,false
2026-07-05T19:37:30.000Z,18,0,18,0,false,false
2026-07-05T19:40:00.000Z,75,41,95,135,true,true
