time,batteryPercent,steps,activeSeconds,temperaturesC
2026-07-02T17:45:00.000Z,24,12,81,33.6;33.5;33.6;32.7;32.9;33.1;33.1;33.2;33.0;33.4;33.1;32.9;33.1;32.8;32.8
2026-07-02T18:00:00.000Z,23,32,67,32.4;33.2;33.4;33.3;32.5;33.4;33.4;33.3;33.4;33.6;32.8;33.1;33.2;33.3;33.4
2026-07-02T18:15:00.000Z,23,7,90,33.5;33.6;33.0;33.6;33.3;33.6;33.5;33.9;33.8;33.1;33.0;33.5;32.6;33.3;33.1
2026-07-02T18:30:00.000Z,22,617,789,33.2;33.3;33.0;32.8;33.0;33.1;33.0;33.1;33.2;33.3;33.6;33.0;33.1;33.5;33.2
2026-07-02T18:45:00.000Z,21,1314,367,32.3;33.0;33.2;33.7;33.0;32.8;32.8;32.7;33.4;32.7;34.1;33.8;33.4;33.5;33.4
2026-07-02T19:00:00.000Z,20,41,63,33.7;33.4;33.6;33.0;32.9;33.3;32.8;33.1;32.9;32.7;33.7;33.4;33.2;33.2;32.7
2026-07-02T19:15:00.000Z,19,1369,492,32.1;33.5;33.1;33.5;33.2;33.4;33.3;32.6;33.8;33.7;33.4;33.4;33.2;32.8;33.1
2026-07-02T19:30:00.000Z,18,30,16,33.4;33.6;33.4;32.9;33.1;33.2;33.6;33.1;32.8;33.4;33.0;32.7;32.8;33.5;33.9
2026-07-02T19:45:00.000Z,17,24,27,32.5;33.0;33.2;33.8;33.1;33.4;33.3;33.5;33.4;33.5;33.2;33.6;33.3;33.7;33.5
2026-07-02T20:00:00.000Z,16,34,1,33.2;32.5;32.7;33.1;33.6;33.3;33.3;33.5;33.6;33.3;32.7;33.1;33.6;33.3;33.2
2026-07-02T20:15:00.000Z,15,40,80,33.6;33.9;33.1;33.5;32.8;33.5;33.3;33.4;33.8;33.0;33.7;33.1;33.2;32.9;33.0
2026-07-02T20:30:00.000Z,15,36,82,33.5;33.4;33.1;33.4;33.1;33.2;33.4;33.8;33.4;33.1;33.1;33.5;33.3;33.3;33.2
2026-07-02T20:45:00.000Z,15,59,67,33.2;33.5;33.1;33.3;33.1;33.6;33.8;33.4;33.3;33.5;33.4;33.5;32.7;33.1;33.1
2026-07-02T21:00:00.000Z,15,48,34,32.9;33.0;33.0;33.3;32.9;33.9;33.5;33.4;33.4;33.5;33.0;33.4;33.2;33.0;32.9
2026-07-02T21:15:00.000Z,15,903,474,33.6;33.4;32.5;33.4;33.2;33.3;33.3;33.2;32.3;33.2;32.9;33.1;33.0;32.8;33.0
2026-07-02T21:30:00.000Z,15,20,85,33.3;33.6;33.5;33.0;32.8;33.5;33.9;33.8;33.3;33.7;33.2;33.1;32.9;33.2;33.1
2026-07-02T21:45:00.000Z,15,42,1,32.6;33.4;32.7;33.5;33.3;33.4;32.5;33.3;33.3;33.3;33.0;32.9;33.6;32.4;33.3
2026-07-02T22:00:00.000Z,15,59,37,32.7;32.9;33.8;33.5;33.2;33.0;32.9;32.6;33.0;33.1;33.8;33.0;33.3;33.1;32.6
2026-07-02T22:15:00.000Z,15,50,32,33.4;33.4;33.3;32.7;33.5;32.9;33.2;33.9;32.9;33.2;33.4;32.5;33.4;33.4;32.9
2026-07-02T22:30:00.000Z,15,9,78,32.6;33.0;33.5;33.4;32.5;33.1;33.3;33.3;33.2;33.5;33.0;33.4;33.2;33.8;32.8
2026-07-02T22:45:00.000Z,15,33,78,32.9;33.6;33.0;33.5;32.7;33.6;32.8;32.5;32.6;33.5;33.4;33.0;33.4;32.7;32.8
2026-07-02T23:00:00.000Z,15,0,0,34.4;34.3;33.9;34.3;34.6;34.4;34.5;34.4;33.6;34.0;34.2;34.0;34.2;34.2;33.9
2026-07-02T23:15:00.000Z,15,0,0,34.3;34.5;34.4;33.8;33.7;34.3;34.7;34.9;34.4;34.0;34.9;33.9;33.3;34.4;34.0
2026-07-02T23:30:00.000Z,15,7,29,34.4;34.3;33.6;34.9;34.1;34.4;33.5;34.3;34.6;35.1;33.6;34.4;33.8;34.6;34.2
2026-07-02T23:45:00.000Z,15,0,0,34.5;34.5;33.8;34.0;33.8;34.9;34.2;33.7;34.1;34.1;34.7;33.8;34.7;34.5;34.3
2026-07-03T00:00:00.000Z,15,0,0,33.6;34.0;34.4;33.9;34.0;34.3;34.2;34.1;34.4;34.3;33.5;34.7;34.1;33.8;34.4
2026-07-03T00:15:00.000Z,15,11,8,33.6;33.6;34.3;34.5;34.5;34.2;34.2;33.8;34.1;33.5;34.3;34.6;34.8;33.9;33.9
2026-07-03T00:30:00.000Z,15,12,6,33.9;34.0;34.4;33.8;34.1;34.7;34.6;34.4;34.1;34.0;33.4;34.0;34.0;33.6;34.6
2026-07-03T00:45:00.000Z,15,0,0,34.5;33.9;34.1;33.9;34.5;34.6;33.8;33.8;34.1;34.1;33.8;34.0;33.9;34.5;33.6
2026-07-03T01:00:00.000Z,15,0,0,33.9;34.4;34.0;34.7;34.5;34.4;34.4;34.0;33.8;33.9;34.3;34.2;34.5;34.4;34.0
2026-07-03T01:15:00.000Z,15,0,0,33.9;34.2;33.9;33.8;34.4;33.8;34.5;34.1;34.2;35.3;34.1;34.0;34.4;34.0;34.6
2026-07-03T01:30:00.000Z,15,0,0,34.4;34.7;34.1;33.7;34.7;34.1;34.3;34.3;34.1;34.8;34.1;33.5;34.3;34.7;33.6
2026-07-03T01:45:00.000Z,15,0,0,34.7;34.4;33.6;34.1;34.4;34.7;34.5;33.9;34.1;34.1;34.5;34.2;34.0;34.2;34.2
2026-07-03T02:00:00.000Z,15,0,0,34.5;34.5;34.2;33.9;34.5;34.7;34.0;34.2;33.7;33.7;33.9;34.4;33.7;34.5;34.0
2026-07-03T02:15:00.000Z,15,11,1,34.5;33.5;33.7;33.6;34.1;34.4;34.8;34.1;34.4;34.4;33.6;34.2;34.4;34.0;34.6
2026-07-03T02:30:00.000Z,15,4,37,33.8;34.4;34.5;33.8;33.9;34.0;33.9;33.9;34.1;34.2;34.1;33.9;34.6;34.5;33.8
2026-07-03T02:45:00.000Z,15,0,0,34.3;34.3;34.4;34.3;33.7;34.3;34.6;34.3;35.0;34.0;34.4;34.8;34.7;34.4;33.9
2026-07-03T03:00:00.000Z,15,0,0,33.8;34.0;34.4;34.8;34.4;34.2;33.8;34.8;34.1;33.5;34.6;34.1;34.2;33.9;33.6
2026-07-03T03:15:00.000Z,15,3,29,34.4;34.2;34.4;33.3;34.3;33.9;34.9;34.7;34.1;34.1;34.4;34.0;33.9;34.5;34.2
2026-07-03T03:30:00.000Z,15,0,0,34.4;34.1;34.5;34.4;33.9;33.9;33.9;33.9;34.8;33.7;34.4;34.3;34.1;34.6;34.1
2026-07-03T03:45:00.000Z,15,0,0,34.8;34.3;34.2;34.2;34.5;34.6;34.3;33.9;34.5;34.3;34.5;34.3;33.9;34.4;34.4
2026-07-03T04:00:00.000Z,15,6,8,34.6;34.3;33.9;34.6;34.2;34.9;34.3;34.1;33.8;34.0;34.2;34.2;34.4;33.7;34.1
2026-07-03T04:15:00.000Z,15,0,0,33.9;34.2;34.3;34.7;34.4;34.3;34.0;34.7;33.8;34.5;34.3;34.4;34.2;34.2;34.3
2026-07-03T04:30:00.000Z,15,0,0,34.8;33.8;35.0;33.6;33.8;33.6;34.0;34.0;34.4;34.6;34.9;33.4;34.2;34.1;33.8
2026-07-03T04:45:00.000Z,15,0,0,34.5;34.1;34.3;34.1;34.0;34.0;34.2;34.4;33.7;34.4;34.4;34.3;34.1;34.0;34.1
2026-07-03T05:00:00.000Z,15,0,0,34.2;34.6;34.0;34.4;34.2;34.0;34.4;34.1;34.0;34.4;34.9;33.9;34.8;34.2;34.3
2026-07-03T05:15:00.000Z,15,0,0,33.9;34.0;34.0;34.0;33.9;34.4;34.1;34.4;34.2;34.0;34.1;34.5;34.3;33.9;34.3
2026-07-03T05:30:00.000Z,15,0,0,33.8;34.9;33.9;34.1;34.7;34.1;34.1;33.3;34.3;34.0;34.6;34.0;34.3;35.1;34.7
2026-07-03T05:45:00.000Z,15,0,0,33.9;34.6;33.6;33.8;34.2;34.4;34.1;34.2;34.3;34.4;34.6;34.4;34.1;34.0;34.1
2026-07-03T06:00:00.000Z,15,0,0,34.6;34.1;34.1;34.8;34.1;34.6;34.7;34.2;34.2;34.4;33.5;34.5;34.0;34.1;33.8
2026-07-03T06:15:00.000Z,15,12,16,34.0;34.3;34.7;33.8;34.2;34.4;34.7;34.1;33.9;33.9;33.8;34.0;33.8;34.5;34.3
2026-07-03T06:30:00.000Z,15,0,0,34.2;34.6;34.2;34.5;34.0;33.8;33.9;34.5;34.2;34.4;33.5;34.3;34.3;34.2;34.5
2026-07-03T06:45:00.000Z,15,0,0,34.1;34.5;34.0;34.4;34.4;34.1;34.7;34.4;34.8;33.6;34.1;34.4;34.2;34.2;33.7
2026-07-03T07:00:00.000Z,15,58,68,33.3;32.9;33.4;33.5;33.0;32.8;33.4;33.3;32.6;33.0;32.8;33.2;33.5;32.9;33.1
2026-07-03T07:15:00.000Z,15,32,83,32.8;33.0;33.2;33.1;32.5;33.5;33.2;32.8;33.3;33.3;32.8;32.8;32.7;33.0;32.8
2026-07-03T07:30:00.000Z,15,39,39,33.2;33.6;33.4;32.8;33.5;33.7;33.0;33.0;33.1;33.4;32.9;32.5;33.6;33.3;33.6
2026-07-03T07:45:00.000Z,15,152,269,33.5;33.5;33.8;33.3;33.5;32.9;32.7;32.9;33.7;33.4;33.1;32.7;33.3;33.2;33.2
2026-07-03T08:00:00.000Z,15,44,19,33.2;33.1;32.9;33.0;33.0;33.0;33.5;32.9;33.3;33.7;33.6;33.0;33.5;33.1;33.3
2026-07-03T08:15:00.000Z,15,5,78,33.9;33.3;33.6;32.8;33.0;33.2;33.1;32.9;32.9;32.9;33.5;33.3;33.3;33.0;33.4
2026-07-03T08:30:00.000Z,15,593,447,33.3;33.4;33.2;33.2;33.0;33.5;33.5;33.9;33.5;33.5;33.4;32.8;33.3;33.1;32.9
2026-07-03T08:45:00.000Z,15,88,152,33.4;33.1;32.9;32.4;33.2;33.3;33.6;32.9;33.4;33.9;33.7;33.3;33.7;33.5;32.8
2026-07-03T09:00:00.000Z,15,23,13,33.3;33.0;33.3;32.8;33.6;33.1;33.7;33.2;33.6;33.3;33.2;32.6;33.9;33.5;33.4
2026-07-03T09:15:00.000Z,15,36,25,32.6;33.1;33.0;33.4;33.7;33.1;32.9;32.6;32.9;33.2;33.1;33.9;32.9;33.5;32.7
2026-07-03T09:30:00.000Z,15,1017,886,33.4;34.0;32.9;33.0;33.5;32.8;33.3;32.8;33.0;33.5;33.1;33.2;33.0;32.8;33.0
2026-07-03T09:45:00.000Z,15,99,202,33.4;33.4;33.6;33.2;33.1;33.5;33.3;33.5;34.0;33.4;32.9;33.9;33.3;32.6;33.3
2026-07-03T10:00:00.000Z,15,58,35,33.2;32.4;32.6;33.3;33.8;33.8;33.0;33.6;32.4;32.8;33.3;33.2;33.3;33.6;32.9
2026-07-03T10:15:00.000Z,15,535,815,33.4;34.0;33.4;32.8;33.2;33.2;33.3;32.9;33.6;32.9;33.1;33.6;33.7;32.7;33.4
2026-07-03T10:30:00.000Z,15,41,29,33.5;33.4;33.5;33.4;33.3;33.6;33.1;33.6;33.1;33.6;32.8;33.0;33.3;33.2;32.9
2026-07-03T10:45:00.000Z,15,8,64,33.7;33.5;33.9;33.7;32.9;33.4;32.8;33.2;34.1;33.1;33.2;33.1;33.2;32.9;33.0
2026-07-03T11:00:00.000Z,15,29,72,32.6;32.6;33.2;33.6;33.6;33.0;33.3;33.7;33.5;33.3;33.0;33.4;33.8;33.3;33.4
2026-07-03T11:15:00.000Z,15,324,287,33.6;33.3;33.4;32.9;33.0;32.7;32.9;33.1;33.4;32.8;33.6;33.2;32.8;33.5;33.8
2026-07-03T11:30:00.000Z,15,45,40,33.4;33.1;32.5;33.6;33.3;33.1;33.3;33.1;33.4;32.9;33.3;33.4;33.3;33.3;33.4
2026-07-03T11:45:00.000Z,15,131,185,32.7;33.4;33.4;33.2;32.7;33.1;33.1;33.0;33.3;33.0;34.1;33.4;33.2;33.3;33.2
2026-07-03T12:00:00.000Z,15,32,13,32.5;33.3;32.9;32.5;33.2;33.5;32.6;33.0;32.8;33.4;33.1;32.6;33.0;33.4;32.7
2026-07-03T12:15:00.000Z,15,242,223,32.8;32.6;33.2;32.9;33.2;33.1;33.8;32.6;32.9;33.6;32.7;33.2;32.8;33.1;32.6
2026-07-03T12:30:00.000Z,15,1023,400,33.5;33.0;33.4;33.6;33.0;33.2;33.2;33.1;32.9;33.0;33.3;33.6;33.1;33.2;33.2
2026-07-03T12:45:00.000Z,15,55,73,32.8;32.6;33.8;33.4;33.3;32.8;33.1;33.6;33.3;33.2;33.0;33.7;32.8;33.1;32.6
2026-07-03T13:00:00.000Z,15,40,84,33.6;32.9;32.9;32.9;33.2;32.7;32.6;32.9;33.1;33.1;33.1;32.7;32.7;32.7;33.3
2026-07-03T13:15:00.000Z,15,565,451,33.1;32.8;33.4;32.9;33.0;33.5;33.0;33.6;32.7;33.7;33.2;33.8;33.4;33.4;32.9
2026-07-03T13:30:00.000Z,15,5,59,32.4;33.1;33.0;33.4;33.3;33.6;33.4;32.6;33.0;33.4;33.4;33.6;32.8;32.7;33.0
2026-07-03T13:45:00.000Z,15,15,57,33.4;34.0;33.6;32.9;33.0;33.9;33.1;33.0;33.2;33.3;33.3;33.3;33.2;33.3;33.2
2026-07-03T14:00:00.000Z,15,20,81,32.6;33.4;33.4;32.6;32.8;33.3;33.2;33.5;33.4;32.8;33.1;33.2;33.0;33.1;33.1
2026-07-03T14:15:00.000Z,15,2,37,33.0;33.3;33.4;33.1;33.1;33.5;33.1;33.0;32.9;33.8;33.4;32.6;33.0;32.7;33.7
2026-07-03T14:30:00.000Z,15,36,8,33.9;32.8;33.3;32.5;32.9;33.4;33.0;33.8;32.7;33.1;32.2;33.1;33.4;33.3;33.2
2026-07-03T14:45:00.000Z,15,38,36,33.5;32.8;32.9;33.4;33.2;33.5;33.1;33.1;33.1;33.5;33.4;33.6;32.9;33.1;33.0
2026-07-03T15:00:00.000Z,15,46,70,32.4;33.4;32.9;33.3;33.2;32.7;33.0;33.6;33.1;32.7;33.3;33.1;33.7;33.2;32.7
2026-07-03T15:15:00.000Z,15,15,42,33.4;33.3;33.1;33.0;33.0;33.5;32.7;33.7;33.1;33.5;33.0;33.2;33.1;33.0;32.7
2026-07-03T15:30:00.000Z,15,9,85,33.6;33.1;33.4;33.4;33.2;33.6;33.1;32.9;33.9;32.9;33.6;33.7;33.6;33.1;33.2
2026-07-03T15:45:00.000Z,15,1,11,33.4;33.2;33.2;32.7;33.6;33.5;33.1;33.5;33.3;32.8;32.3;33.8;33.4;32.8;32.9
2026-07-03T16:00:00.000Z,15,715,300,32.6;33.4;33.3;33.4;33.4;33.2;33.5;33.2;32.5;32.5;32.9;32.6;33.2;33.0;33.5
2026-07-03T16:15:00.000Z,15,54,28,33.1;32.4;32.5;33.2;32.9;33.2;33.5;33.2;33.0;33.4;33.3;33.1;33.4;33.0;33.3
2026-07-03T16:30:00.000Z,15,128,201,33.4;33.0;33.5;33.9;33.3;33.4;32.7;33.1;33.7;33.3;33.4;33.3;34.0;33.2;33.5
2026-07-03T16:45:00.000Z,15,10,33,33.3;33.1;33.6;32.8;34.0;32.7;32.8;32.8;32.8;33.3;33.3;33.1;33.3;32.9;33.5
2026-07-03T17:00:00.000Z,15,29,28,33.1;32.7;32.7;33.6;32.8;33.6;33.3;32.5;33.0;32.5;32.7;32.5;34.0;33.0;33.0
2026-07-03T17:15:00.000Z,15,14,76,33.9;32.7;33.2;33.3;33.1;33.1;33.1;33.3;32.9;33.0;32.6;33.6;32.9;32.9;33.4
2026-07-03T17:30:00.000Z,15,23,66,33.4;33.3;33.1;33.5;32.7;33.1;33.0;33.3;33.6;33.3;32.9;32.8;33.1;33.6;32.5
2026-07-03T17:45:00.000Z,15,215,233,33.1;32.7;32.6;33.0;33.7;33.1;33.7;32.5;33.1;33.4;32.5;32.6;33.4;33.4;32.9
2026-07-03T18:00:00.000Z,15,706,350,33.3;33.2;33.0;33.0;33.5;33.0;32.6;32.9;33.1;32.9;32.9;33.8;32.9;33.4;32.7
2026-07-03T18:15:00.000Z,15,16,26,33.6;33.4;32.9;33.1;32.7;33.4;33.3;33.1;33.1;33.0;33.2;32.8;33.0;33.1;33.2
2026-07-03T18:30:00.000Z,15,19,66,33.8;33.4;33.0;33.0;33.9;33.0;33.5;32.9;33.0;32.9;33.2;33.1;32.8;33.3;33.6
2026-07-03T18:45:00.000Z,15,7,79,33.4;33.2;33.0;33.7;33.5;33.5;33.5;33.2;33.7;33.7;33.1;33.3;33.5;33.7;32.9
2026-07-03T19:00:00.000Z,15,47,84,33.6;33.0;32.9;33.3;33.7;32.7;32.8;33.1;33.2;33.6;32.9;33.3;33.2;33.0;33.6
2026-07-03T19:15:00.000Z,15,35,40,33.8;32.9;33.0;33.3;32.9;33.1;33.1;33.0;33.0;33.3;33.2;32.8;32.9;32.9;33.0
2026-07-03T19:30:00.000Z,15,23,84,33.6;33.0;33.0;32.8;32.9;32.8;32.8;33.4;32.8;33.2;33.1;33.6;33.0;33.5;33.1
2026-07-03T19:45:00.000Z,15,32,45,33.3;32.8;33.2;32.9;33.3;32.7;33.5;32.9;33.7;33.2;33.5;33.6;32.9;33.5;32.8
2026-07-03T20:00:00.000Z,45,0,0,23.8;24.8;24.1;23.8;24.3;23.9;24.0;25.0;23.8;24.0;23.4;23.5;24.1;24.1;23.3
2026-07-03T20:15:00.000Z,75,0,0,24.6;23.4;24.2;23.8;23.9;23.7;23.8;24.4;24.1;24.7;23.9;24.3;24.4;24.2;24.2
2026-07-03T20:30:00.000Z,100,0,0,24.0;24.0;24.8;24.4;23.6;24.2;24.4;24.2;24.5;23.8;24.1;23.5;24.0;24.1;23.7
2026-07-03T20:45:00.000Z,100,0,0,23.6;23.9;24.0;24.3;24.4;23.8;23.7;23.7;24.5;23.9;23.3;24.2;24.1;24.1;23.9
2026-07-03T21:00:00.000Z,99,8,30,33.2;33.6;32.9;33.0;32.7;33.1;33.8;33.4;33.2;32.7;33.5;33.4;33.0;33.5;33.3
2026-07-03T21:15:00.000Z,98,18,54,32.8;33.5;33.6;33.0;33.2;32.9;33.4;33.7;32.8;33.0;32.8;33.5;33.0;33.0;33.6
2026-07-03T21:30:00.000Z,97,45,58,33.8;33.8;33.3;33.6;33.1;33.4;33.0;32.9;33.3;33.3;33.4;33.0;33.6;32.3;33.4
2026-07-03T21:45:00.000Z,96,356,107,33.2;33.0;32.8;32.9;33.0;33.5;33.3;33.3;33.4;32.9;33.5;32.7;33.1;33.1;33.5
2026-07-03T22:00:00.000Z,95,12,61,33.3;33.7;33.3;32.7;33.4;33.2;33.1;32.8;33.5;33.4;33.7;32.9;33.8;32.6;32.6
2026-07-03T22:15:00.000Z,95,269,165,32.7;33.2;33.0;32.8;33.8;33.0;33.5;33.1;33.4;33.2;32.8;32.7;32.6;33.3;33.3
2026-07-03T22:30:00.000Z,94,7,17,33.1;33.6;33.0;33.4;33.3;32.9;33.6;32.9;33.3;33.4;33.0;33.6;33.5;33.2;33.5
2026-07-03T22:45:00.000Z,93,207,281,33.2;33.3;33.0;33.9;32.8;33.2;32.8;33.5;33.1;33.2;32.7;33.0;33.3;33.2;33.3
2026-07-03T23:00:00.000Z,92,0,0,34.2;33.8;34.2;34.4;34.7;35.0;34.6;34.5;34.2;34.8;34.2;33.9;33.7;33.7;34.5
2026-07-03T23:15:00.000Z,91,12,0,33.5;34.2;34.3;33.8;34.6;34.0;34.5;33.8;34.3;33.9;34.2;34.5;34.3;33.8;34.4
2026-07-03T23:30:00.000Z,90,0,0,33.7;34.6;34.3;34.2;34.3;34.6;34.9;34.1;34.4;34.1;33.8;34.4;34.0;34.0;34.7
2026-07-03T23:45:00.000Z,89,9,35,34.0;34.1;34.5;34.2;34.8;34.5;34.7;33.9;33.9;33.5;34.5;34.2;33.9;34.6;34.0
2026-07-04T00:00:00.000Z,88,0,0,33.9;34.6;33.8;34.2;34.1;34.3;33.8;34.6;34.5;34.4;33.6;34.4;34.7;34.4;34.3
2026-07-04T00:15:00.000Z,87,0,0,34.0;34.6;35.4;34.6;34.4;34.3;33.9;34.0;34.1;34.3;34.8;33.9;34.5;34.5;34.5
2026-07-04T00:30:00.000Z,86,0,0,34.6;34.5;35.3;34.1;34.7;33.6;34.3;34.1;34.0;34.4;33.5;34.3;34.1;33.6;33.7
2026-07-04T00:45:00.000Z,86,0,0,34.1;33.9;34.2;34.1;34.3;33.5;33.8;34.1;35.9;34.3;33.7;33.9;34.5;33.5;33.6
2026-07-04T01:00:00.000Z,85,11,17,34.3;34.3;33.9;34.4;33.9;33.4;35.1;34.5;34.8;34.2;34.4;34.3;34.7;34.2;34.1
2026-07-04T01:15:00.000Z,84,0,0,34.3;34.2;33.9;34.2;34.7;34.4;34.1;34.3;34.1;34.2;33.9;34.1;34.8;34.1;34.9
2026-07-04T01:30:00.000Z,83,0,0,34.1;34.4;34.5;34.3;34.2;34.2;34.0;34.1;34.0;34.3;34.9;34.3;34.4;33.8;33.9
2026-07-04T01:45:00.000Z,82,0,0,34.3;34.3;33.9;34.1;34.4;33.8;34.1;34.4;34.6;34.3;34.7;34.5;34.0;34.5;33.9
2026-07-04T02:00:00.000Z,81,0,0,34.1;33.4;33.6;34.1;34.6;34.5;34.0;34.0;34.2;34.1;34.3;33.7;34.9;33.9;34.3
2026-07-04T02:15:00.000Z,80,0,0,34.1;34.1;34.8;34.1;34.1;33.8;34.4;34.4;34.5;34.3;34.2;34.3;33.6;34.0;34.0
2026-07-04T02:30:00.000Z,79,0,0,33.8;34.1;33.9;34.7;33.9;34.1;34.6;34.3;33.5;34.5;34.5;34.5;34.4;34.2;34.3
2026-07-04T02:45:00.000Z,78,4,5,33.8;34.2;34.4;33.9;33.8;33.8;34.3;34.2;34.3;33.7;34.2;34.4;34.3;33.6;35.0
2026-07-04T03:00:00.000Z,77,0,0,34.3;34.0;34.4;34.0;33.8;34.4;34.4;33.7;34.1;33.5;34.2;34.5;33.9;34.1;34.5
2026-07-04T03:15:00.000Z,77,10,33,34.0;34.9;33.5;34.1;33.4;34.5;33.6;34.1;34.1;33.9;34.5;34.3;34.6;34.6;35.1
2026-07-04T03:30:00.000Z,76,0,0,34.7;34.0;34.2;33.7;34.6;33.7;33.9;34.4;33.7;34.1;34.7;33.8;34.7;34.6;34.8
2026-07-04T03:45:00.000Z,75,0,0,34.1;33.8;34.3;34.1;34.3;33.3;33.6;33.8;34.3;34.4;33.4;33.9;33.7;34.4;33.9
2026-07-04T04:00:00.000Z,74,0,0,34.2;34.1;34.4;34.3;34.5;34.7;34.1;34.3;33.5;33.6;34.4;34.4;33.5;33.7;34.1
2026-07-04T04:15:00.000Z,73,0,0,34.5;33.4;34.3;34.6;34.4;34.6;34.1;34.8;34.8;33.8;33.8;34.3;34.3;34.3;34.4
2026-07-04T04:30:00.000Z,72,0,0,34.4;34.3;33.7;34.7;34.4;34.2;33.7;33.3;33.9;34.1;34.5;34.1;34.3;34.8;34.0
2026-07-04T04:45:00.000Z,71,0,0,33.2;34.0;34.8;34.9;34.7;34.4;34.5;33.4;33.7;34.5;33.8;34.7;34.3;33.6;33.7
2026-07-04T05:00:00.000Z,70,0,0,34.3;33.9;34.3;34.7;33.7;33.9;34.0;34.5;34.5;33.9;34.5;34.8;33.6;34.0;34.2
2026-07-04T05:15:00.000Z,69,0,0,34.4;33.6;33.7;34.5;34.8;34.1;34.2;34.0;33.9;34.1;34.2;34.9;33.8;34.1;34.2
2026-07-04T05:30:00.000Z,68,0,0,34.0;34.2;34.4;34.5;33.9;33.9;35.1;34.0;34.1;33.8;33.8;34.8;34.2;34.2;34.0
2026-07-04T05:45:00.000Z,68,0,0,34.8;33.8;34.4;34.8;34.2;34.4;34.4;34.0;34.8;33.8;34.1;34.3;33.2;34.2;34.0
2026-07-04T06:00:00.000Z,67,0,0,33.5;34.0;34.0;34.3;34.4;34.0;35.0;34.0;34.2;34.5;34.0;34.0;34.0;33.9;34.0
2026-07-04T06:15:00.000Z,66,0,0,34.3;33.7;34.3;33.9;34.0;34.6;33.8;33.6;35.2;34.1;34.4;33.8;34.3;33.8;34.1
2026-07-04T06:30:00.000Z,65,0,0,34.8;34.2;34.2;34.6;34.4;33.6;34.0;34.0;34.2;34.1;33.8;34.1;34.3;34.1;34.2
2026-07-04T06:45:00.000Z,64,0,0,34.7;34.2;34.3;34.0;33.9;33.6;33.6;34.6;34.2;33.5;34.0;33.4;34.2;34.6;34.6
2026-07-04T07:00:00.000Z,63,36,25,33.3;33.0;33.2;33.3;33.2;33.4;33.9;32.8;33.5;33.2;33.0;33.4;33.3;32.7;33.3
2026-07-04T07:15:00.000Z,62,35,38,33.0;33.6;33.4;33.8;33.1;33.6;32.9;33.3;33.3;33.5;32.4;32.8;33.2;33.1;33.1
2026-07-04T07:30:00.000Z,61,48,13,33.3;32.6;33.3;33.1;33.5;33.2;33.6;33.4;33.3;33.5;33.2;33.2;32.9;33.1;34.0
2026-07-04T07:45:00.000Z,60,144,207,33.7;33.2;32.5;32.6;32.7;33.8;33.0;33.2;34.1;33.1;33.2;32.9;33.0;33.0;33.6
2026-07-04T08:00:00.000Z,59,21,7,33.8;33.2;33.0;32.6;33.0;33.4;32.8;32.8;33.0;33.3;33.2;33.3;33.2;32.9;32.9
2026-07-04T08:15:00.000Z,59,5,40,32.7;33.3;33.1;33.0;33.2;33.3;33.4;32.6;32.6;33.5;32.8;33.4;33.1;33.0;33.9
2026-07-04T08:30:00.000Z,58,6,51,33.2;32.9;33.1;33.1;32.8;32.9;33.3;32.9;33.9;33.2;33.2;33.9;33.2;33.2;32.9
2026-07-04T08:45:00.000Z,57,6,69,33.2;32.6;33.2;33.1;33.4;33.1;32.9;33.3;33.5;33.1;32.8;33.2;33.9;33.1;32.8
2026-07-04T09:00:00.000Z,56,33,49,33.3;32.9;33.1;33.9;32.9;32.9;33.6;32.8;33.5;33.2;32.8;33.1;33.7;33.3;33.0
2026-07-04T09:15:00.000Z,55,277,174,33.3;33.0;33.3;33.7;33.7;33.0;33.2;33.3;33.6;32.6;33.1;33.3;33.0;33.6;32.4
2026-07-04T09:30:00.000Z,54,10,73,33.1;33.5;33.8;33.0;33.2;33.0;33.4;33.9;33.0;32.9;33.9;33.1;33.2;33.4;33.1
2026-07-04T09:45:00.000Z,53,37,4,33.3;33.1;33.6;33.1;33.2;33.1;33.3;33.1;33.1;32.8;33.2;33.2;33.5;33.4;33.3
2026-07-04T10:00:00.000Z,52,41,88,33.1;33.3;33.6;33.3;33.2;33.1;33.1;33.2;32.9;33.0;33.3;32.8;33.0;33.5;33.1
2026-07-04T10:15:00.000Z,51,564,534,33.5;33.2;32.8;33.4;33.2;32.9;32.9;33.2;33.6;32.5;33.9;33.9;33.4;33.6;33.0
2026-07-04T10:30:00.000Z,50,34,37,33.5;33.5;33.2;33.4;33.4;33.5;33.4;33.0;33.1;32.9;33.1;34.0;33.2;33.7;32.8
2026-07-04T10:45:00.000Z,50,239,94,33.1;33.6;32.9;33.2;32.4;33.0;32.6;33.1;32.8;33.6;33.1;32.9;33.3;33.9;32.6
2026-07-04T11:00:00.000Z,49,35,9,33.5;32.3;33.4;33.4;33.8;33.0;33.5;33.3;33.4;33.5;32.9;32.4;33.8;33.5;32.3
2026-07-04T11:15:00.000Z,48,13,9,33.4;33.3;33.3;32.7;32.8;33.7;33.4;33.2;33.1;33.4;33.2;33.5;33.1;33.4;33.7
2026-07-04T11:30:00.000Z,47,49,44,32.4;33.2;34.2;33.0;33.6;32.7;33.2;32.8;33.0;33.2;33.5;33.4;33.6;33.5;32.8
